Name,Url,Rating,Review_vol,Hotel_name,Address,Ranking,Description,Class,Language,Hotel_styles
873. Kings Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1201305-Reviews-Kings_Hotel-Hong_Kong.html#REVIEWS,3.0,138,Kings Hotel,"No.303 Jaffe Rd., Wan Chai, Hong Kong China",#126 of 144 motels in Hong Kong,"See why so many travelers make Kings Hotel their motel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
Close to some of Hong Kong's most popular landmarks, such as Wan Chai (0.1 mi) and Causeway Bay (0.6 mi), Kings Hotel is a great destination for tourists.
Rooms at Kings Hotel provide air conditioning, and getting online is easy, with free wifi available.
Read more",3.0 of 5 stars,,[]
874. Cozy Studios,https://www.tripadvisor.com/Hotel_Review-g294217-d4114537-Reviews-Cozy_Studios-Hong_Kong.html#REVIEWS,3.0,2,Cozy Studios,"54-70 Lee Garden Road, Causeway Bay, Hong Kong China",#63 of 68 apartment hotels in Hong Kong,,,,
875. Hotel Skylark,https://www.tripadvisor.com/Hotel_Review-g294217-d8384593-Reviews-Hotel_Skylark-Hong_Kong.html#REVIEWS,3.0,31,Hotel Skylark,"E4, 16F, Block E, Chung King Mansion, No.36-44 Nathan Road, Tsimshatsui, Hong Kong China",#31 of 34 small hotels in Hong Kong,"Hotel Skylark is located inside Chung King Mansion which is the most convenient place in Tsim Sha Tsui area, close to the sea and to Hong Kong island. The metro station is just across the street, so you are well connected and in the middle of Kowloon and it's nightlife. The location was Central, easily commutable to the famous star ferry and the Avenue of stars and walkable distance to everywhere.",2.0 of 5 stars,"English, Chinese","['', 'Centrally Located', 'Budget']"
876. Cosmic Guest House Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d647068-Reviews-Cosmic_Guest_House_Hong_Kong-Hong_Kong.html#REVIEWS,3.0,201,Cosmic Guest House Hong Kong,"12F No.54-64 Nathan Road, Mirador Mansion Tsim Sha Tsui, Kowloon, Hong Kong China",#104 of 132 guest houses in Hong Kong,"We are FULLY LICENSED guest house that meet every strict safety standards demanded by the government. We do not operate any illegal ""shadow"" guest houses rooms under a licensed guest house like many others do. Every room in Cosmic is licensed with government issuing sticker labeled on the door. Stay safe, stay with a licensed guest house. And in case you don't already know, we are the single entity owning the most licensed rooms in Mirador Mansion building. Convenient, convenient, convenient. No guest house has better location than we do. We are on top of the Tsim Sha Tsui MTR Subway Station. Our building is surrounded with 3 subway exits. We are named as the Best Hong Kong Hostel by Rory Boland on About_com. ""Every bit as stellar as the name suggests, including rooms which feature direct phones, color TV and fantastically, free Wifi. Rooms, while small, are a cut above the white walled Hong Kong average, with some small splashes of Ikea design thrown in."" Cleanliness, Safety are our first priority at Cosmic Guest House. The rooms are professionally maintained to guarantee utmost customer satisfaction.
Read more",2.0 of 5 stars,"English, Chinese, Filipino, Indonesian","['', 'Centrally Located', 'Budget']"
877. Rent-A-Room Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d577720-Reviews-Rent_A_Room_Hong_Kong-Hong_Kong.html#REVIEWS,3.0,36,Rent-A-Room Hong Kong,"No.7-8 Tak Hing Street, Knight Garden Flat A 2/F, Jordan - Kowloon, Hong Kong China",#101 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, Chinese, Filipino, Japanese",['']
878. New Reliance Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d3905477-Reviews-New_Reliance_Inn-Hong_Kong.html#REVIEWS,3.0,40,New Reliance Inn,"Flat C6,Floor 5,Block C,Chung King Mansion, No.38-44 Nathan Road, Tsim Sha Tsui, Hong Kong China",#103 of 145 hostels in Hong Kong,New opening with free wifi.,,Budget,[]
879. Golden Palace Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d2486055-Reviews-Golden_Palace_Hotel-Hong_Kong.html#REVIEWS,2.5,12,Golden Palace Hotel,"Room 695, 5F, Yongru Building, No.695-697 Nathan Road, Mong Kok, Kowloon, Hong Kong China",#119 of 144 motels in Hong Kong,"See why so many travelers make Golden Palace Hotel their motel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
Close to some of Hong Kong's most popular landmarks, such as The Lounge & Bar at The Ritz-Carlton, Hong Kong (1.3 mi) and Sky100 Hong Kong Observation Deck (1.3 mi), Golden Palace Hotel is a great destination for tourists.
You’ll enjoy relaxing rooms that offer air conditioning, and you can stay connected during your stay as Golden Palace Hotel offers guests free wifi.
Read more",,,
880. Y Serviced Apartment (Wan Chai),https://www.tripadvisor.com/Hotel_Review-g294217-d2410129-Reviews-Y_Serviced_Apartment_Wan_Chai-Hong_Kong.html#REVIEWS,2.5,6,Y Serviced Apartment (Wan Chai),"100 Queen's Road East, Wanchai, Hong Kong China",#62 of 68 apartment hotels in Hong Kong,"Y Serviced Apartments offers modern boutique-style, fully-furnished serviced apartments for short and long-term leases.",,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
881. The Lodge Serviced Apartments,https://www.tripadvisor.com/Hotel_Review-g294217-d2263261-Reviews-The_Lodge_Serviced_Apartments-Hong_Kong.html#REVIEWS,2.5,16,The Lodge Serviced Apartments,"535 Canton Road, West Kowloon, Hong Kong China",#10 of 13 condos in Hong Kong,"The Lodge is conveniently situated at the new business and entertainment hub of West Kowloon and few minutes’ walk from ICC (International Commerce Centre) and Elements Shopping Mall, Airport Express Line, MTR (Tung Chung Line) Kowloon Station, MTR Jordan Station, West Rail Austin Station and the future West Kowloon Terminus of Express Rail Link (direct to Shenzhen, China).",,,
882. Star Blue Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d7105817-Reviews-Star_Blue_Hotel-Hong_Kong.html#REVIEWS,2.0,2,Star Blue Hotel,"2F Block B7Huayuan Building, No.83-97Nathan Road,Tsim Sha Tsui, Hong Kong China",#120 of 144 motels in Hong Kong,,,,
883. Harbour Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1203280-Reviews-Harbour_Guest_House-Hong_Kong.html#REVIEWS,2.5,9,Harbour Guest House,"B8, 4 F, Block B, Chung King Mansion, 36-44 Nathan Road, Tsim Sha Shui, Hong Kong China",#95 of 145 hostels in Hong Kong,,,,
884. Kam Fung Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d3526040-Reviews-Kam_Fung_Guest_House-Hong_Kong.html#REVIEWS,2.0,2,Kam Fung Guest House,"A4,A5 Building6 Kingston Mansion, No.2-4 Kingston Street, Causeway Bay, Hong Kong China",#101 of 132 guest houses in Hong Kong,,2.0 of 5 stars,"English, Chinese","['', 'Budget']"
885. Ocean WiFi Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d5611584-Reviews-Ocean_WiFi_Hotel-Hong_Kong.html#REVIEWS,2.5,11,Ocean WiFi Hotel,"3F Mascot House, No.746-748 Nathan Road, Mong Kok, Hong Kong China",#122 of 144 motels in Hong Kong,,2.0 of 5 stars,"English, Chinese, Filipino",['']
886. Hongyang Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d2520417-Reviews-Hongyang_Hotel-Hong_Kong.html#REVIEWS,1.0,1,Hongyang Hotel,"Room G, Floor 11, No.15 Jordan Road, Hong Kong China",#123 of 144 motels in Hong Kong,"Hongyang Hotel is an excellent choice for travelers visiting Hong Kong, offering many helpful amenities designed to enhance your stay.
Given the close proximity of popular landmarks, such as Sandbox VR (0.5 mi) and Tsim Sha Tsui Promenade (0.8 mi), guests of Hongyang Hotel can easily experience some of Hong Kong's most well known attractions.
Rooms at Hongyang Hotel offer air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.
Read more",3.5 of 5 stars,,
887. Hairi Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d4335964-Reviews-Hairi_Hotel-Hong_Kong.html#REVIEWS,1.0,1,Hairi Hotel,"No.514-516 Nathan Road, Yau Ma Tei, Hong Kong China",#102 of 132 guest houses in Hong Kong,,5.0 of 5 stars,"English, Chinese",[]
888. Traveller's Pack Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d9453847-Reviews-Traveller_s_Pack_Hostel-Hong_Kong.html#REVIEWS,2.5,3,Traveller's Pack Hostel,"Flat 11, 7/F, No.9-11 Lock Road, Tsim Sha Tsui Kowloon, Hong Kong China",#96 of 145 hostels in Hong Kong,"We are located in the heart of Tsim Sha Tsui (Next to I Square Shopping Mall) and providing budget and comfort accommodation.
We provide Dorm rooms with bunker beds, shared bathrooms
Fully access to all facilities include TV, fridge, microwave, comfort sofa, free WiFi access.
Our friendly staff are always ready to help and providing comprehensive local tourism information
Lockers with lock - keep your personal belonging safe
Read more",1.0 of 5 stars,"English, Chinese","['', 'Budget']"
889. Wang Fat Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d317409-Reviews-Wang_Fat_Hostel-Hong_Kong.html#REVIEWS,2.5,83,Wang Fat Hostel,"No.A2, 3/F., Paterson Bldg., 47, Paterson St., Causeway Bay, Hong Kong China",#97 of 145 hostels in Hong Kong,,,Budget,[]
890. Victor Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1806608-Reviews-Victor_Hotel-Hong_Kong.html#REVIEWS,1.0,1,Victor Hotel,"Flat8, 14/F, Alhambre Bldg, 385 Nathan Road, Kowloon, Hong Kong China",#541 of 802 hotels in Hong Kong,"If you’re looking for a hotel in Hong Kong, look no further than Victor Hotel.
Close to some of Hong Kong's most popular landmarks, such as Sandbox VR (0.7 mi) and Tsim Sha Tsui Promenade (1.0 mi), Victor Hotel is a great destination for tourists.
Victor Hotel features room service.
Hong Kong has plenty of Italian restaurants. So when you’re here, be sure to check out popular spots like Aqua Roma, Aqua Tokyo & Aqua Spirit, 8 1/2 Otto e Mezzo Bombana, and Tosca, which are serving up some great dishes.
Read more",,Budget,[]
891. 8Days Boutique Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d4682884-Reviews-8Days_Boutique_Hotel-Hong_Kong.html#REVIEWS,2.5,5,8Days Boutique Hotel,"No.739 Nathan Road Room 16D Kingland Building, Hong Kong China",#124 of 144 motels in Hong Kong,"Our hotel is located in the middle of the heart of busy Mongkok. It has easy access to subway, TST and the famous shopping strip in Hong Kong. Each room has its own bathroom and may accommodate up to 4 people. Free wifi, cleaning everyday, drinking water are all provided.",,"English, Chinese",[]
892. Singhs Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1502097-Reviews-Singhs_Guest_House-Hong_Kong.html#REVIEWS,2.5,16,Singhs Guest House,"7/F D7 Chungking Mansions, 36-44 Nathan Road, Hong Kong China",#543 of 802 hotels in Hong Kong,"Singhs Guest House is an excellent choice for travelers visiting Hong Kong, offering many helpful amenities designed to enhance your stay.
For those interested in checking out popular landmarks while visiting Hong Kong, Singhs Guest House is located a short distance from Tsim Sha Tsui Promenade (0.1 mi) and Central (1.2 mi).
You’ll enjoy relaxing rooms that offer a flat screen TV and air conditioning, and you can stay connected during your stay as Singhs Guest House offers guests free wifi.
Read more",,"English, Chinese, Filipino, Hindi",[]
893. Kowloon Budget Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d4372925-Reviews-Kowloon_Budget_Hostel-Hong_Kong.html#REVIEWS,2.5,4,Kowloon Budget Hostel,"Flat A2, Block A, 3/F,ChungKing Mansions, 36-44 Nathan Road, Hong Kong China",#99 of 145 hostels in Hong Kong,,2.0 of 5 stars,,
894. Berlin Business Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d6228601-Reviews-Berlin_Business_Hotel-Hong_Kong.html#REVIEWS,1.0,1,Berlin Business Hotel,"Room 1115 11F, Sincere Building, No.83 Argyle Street, Mong Kok, Hong Kong China",#29 of 34 small hotels in Hong Kong,"Berlin Business Hotel is an excellent choice for travelers visiting Hong Kong, offering many helpful amenities designed to enhance your stay.
Berlin Business Hotel is a small hotel offering a flat screen TV and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.
The small hotel features room service and baggage storage.
Close to some of Hong Kong's most popular landmarks, such as The Lounge & Bar at The Ritz-Carlton, Hong Kong (1.3 mi) and Sky100 Hong Kong Observation Deck (1.3 mi), Berlin Business Hotel is a great destination for tourists.
Read more",,"English, Chinese",[]
895. Marco Polo Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2491340-Reviews-Marco_Polo_Hostel-Hong_Kong.html#REVIEWS,2.5,11,Marco Polo Hostel,"Flat C6, Floor 15, Block C, Chung King Mansion,Nathan Road 36-44, Tsim Sha Tsui, Kowloon, Hong Kong China",#100 of 145 hostels in Hong Kong,"Room with Free Internet Access,Air-condition,Fan,Television with Cable Channel,Telephone,Private Bathroom,24 hours hot water,Towel and Slipper.",2.0 of 5 stars,"English, Chinese, Hindi",['']
896. Ping On Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d2144029-Reviews-Ping_On_Inn-Hong_Kong.html#REVIEWS,2.0,2,Ping On Inn,"385 Nathan Road Room 1, 9/F, Alhambra Building, Hong Kong 999077 China",#30 of 39 inns in Hong Kong,,,,
897. Mario Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d11850315-Reviews-Mario_Hostel-Hong_Kong.html#REVIEWS,1.0,1,Mario Hostel,"Flat11 No.5 Alhambra Building, No.385 Nathan Road, Yaumatei, Hong Kong China",#30 of 34 small hotels in Hong Kong,"See why so many travelers make Mario Hostel their small hotel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
Given the close proximity of popular landmarks, such as Sandbox VR (0.7 mi) and Tsim Sha Tsui Promenade (1.0 mi), guests of Mario Hostel can easily experience some of Hong Kong's most well known attractions.
Guests have access to 24 hour check-in and baggage storage while staying at Mario Hostel.
Read more",2.0 of 5 stars,"English, Chinese",['']
